customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1883-MFTAS,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.77, ,Yes
4872-QGUKI,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,77.04, ,No
9370-ZXDZJ,Female,0,No,No,6,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),87.72,486.05,Yes
3600-DQUSL,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,69.95,3745.03,No
7492-FEWSR,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.56,4189.61,No
6906-YZMNN,Female,0,Yes,No,49,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,104.86,5054.41,No
2163-GNYWJ,Female,1,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,94.41,2775.33,No
2651-HNXSE,Female,1,No,Yes,41,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,64.33,2683.41,No
8311-CDLNC,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),80.43,1793.1,Yes
1334-XPMBD,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.02,61.59,No
6742-DBWNS,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.03,4840.6,No
3921-DRAUG,Male,0,Yes,No,28,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,62.74,1722.14,No
7740-DGRLU,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.24,1726.56,No
6705-FPNVN,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),98.64,3842.59,No
4729-EXHND,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,78.77,133.52,Yes
2806-HZSXV,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.98,4601.95,No
5741-ZBHOR,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.62,3880.06,No
9685-JDMKA,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,52.04,2378.6,No
6835-GFUPF,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,88.09,6145.22,No
9705-AXEVW,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,80.98,4275.62,No
7051-YMVJI,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.65,1521.74,No
1998-ATMGH,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,99.17,2022.11,Yes
1905-LQMSL,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.98,812.81,No
4309-XQWYI,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.22,1129.73,No
4568-JERUD,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),65.2,410.52,No
7777-IXQUU,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.39,1593.5,Yes
3415-QBXXS,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.88,1039.34,No
5872-ELYZV,Male,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.23,1522.08,No
2167-PBPAZ,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.61,1988.33,No
1369-YKFJW,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),103.63,6980.46,No
7114-DNJEP,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),63.03,0.0,Yes
7962-JALRX,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.46,60.73,No
9123-KLDWF,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,109.45,246.25,No
5060-TCDBJ,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.1,2139.56,No
1672-GVFLX,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,98.46,4955.53,Yes
9289-GOWUW,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),45.54,533.57,Yes
3766-DEXIY,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,53.82,25.7,No
9430-DLHLB,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.15,197.19,No
4230-HKDEH,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1020.76,No
5552-MQTKD,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,51.67,2896.95,No
8783-SZHOD,Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,44.54,2694.36,No
4703-JUGVZ,Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,61.98,245.53,No
2829-DWIFZ,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),49.01,364.04,No
5170-HFBIO,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.34,2513.63,No
9711-IDPUN,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),106.51,641.29,Yes
3443-AWHAV,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,105.38,138.9,Yes
7736-CQAMF,Male,0,No,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,92.03,81.68,No
3068-LHKIR,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.3,846.96,No
6189-CABFE,Male,0,No,Yes,62,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,70.16,4359.35,No
1488-OQMKA,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.25,517.72,No
6792-ICZMB,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.26,3725.76,No
1509-WSEYC,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.2, ,Yes
1456-IBETG,Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),71.24,4084.21,No
4701-NTVPF,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.51,3429.36,No
1063-DXCKY,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.85, ,Yes
1281-KQGVD,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,92.38,4421.98,No
7709-BXWNB,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,88.07,520.94,Yes
4241-DODLK,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.02,5069.53,No
4840-LEQXL,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.72,1582.73,No
8288-QRYIF,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.53,1407.59,No
5648-IQOHD,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),87.69,303.16,Yes
4641-IEJST,Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,7.68,No
7148-BMAAQ,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,112.83,4079.73,No
2019-ZGDSG,Male,0,No,Yes,44,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.73,3092.01,No
3826-ZUUVV,Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.81,2534.47,No
1084-JYNXO,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,44.43,490.64,No
2409-PCIXI,Female,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),75.36,3990.62,No
2714-SEGML,Male,1,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.99,159.26,Yes
7775-GSHTL,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.1, ,No
1084-VZISM,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,50.73,243.31,Yes
6478-IVNYS,Female,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.76,6219.57,No
1578-LFROK,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.34,433.18,No
8620-DOTAE,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.56,342.77,No
6694-UMCMQ,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.96,64.5,No
5096-MCNMG,Male,1,Yes,No,65,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,70.12,4593.18,No
6493-YUHOY,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,70.76,2704.33,No
2926-KCUSR,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.98,144.09,No
7619-UWAXV,Male,1,Yes,No,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,62.23,1775.49,No
4785-ESNYY,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.49,302.74,No
4537-LGEEK,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.08,1082.08,Yes
1560-TXKPG,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.94,134.31,No
6037-WJLUY,Female,0,No,Yes,65,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),60.1,3884.72,No
8619-WZZBR,Male,1,Yes,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.8,1813.67,No
8246-TKNJL,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.45,1084.08,No
1431-NBSVX,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),64.07,621.43,No
8222-ITJRL,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.1,964.46,Yes
4829-JRLKR,Male,0,No,No,59,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.87,4295.39,Yes
7508-XQFHH,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.9,5362.62,No
7242-APWUL,Male,1,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,95.98,5629.44,No
3691-DQHHQ,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.64,726.2,No
9097-YDFES,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,6980.6,Yes
1421-WLYFF,Male,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),88.54,1813.4,Yes
8217-QOFFD,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,52.28,1235.66,No
1144-TLGTZ,Male,0,No,No,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,61.42,3648.2,No
1859-LRZFN,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.32,3294.44,No
7518-MTIYB,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.8,4344.72,No
4316-PCYPY,Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.73,1088.18,No
5648-WFNGA,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,42.89,1678.79,No
1894-LQQRB,Female,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,67.56,893.76,Yes
6457-PMVSR,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.04,387.97,No
6040-HQQGR,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.09,358.88,Yes
1690-FEVSM,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),88.39,168.92,Yes
8706-VGIHM,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.99,2404.75,No
3553-GJAQO,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.62,1311.71,No
3128-YTDTP,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.54,1000.84,Yes
5264-EVHPN,Male,1,No,No,55,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,68.47,3784.78,Yes
4624-KENHK,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,50.03,286.5,No
5194-VQQAS,Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.26,4252.43,No
6016-YDGKA,Male,0,Yes,No,57,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),73.6,4103.11,Yes
4771-AKTGJ,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,112.3,1400.24,No
6403-WSHLW,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,88.42,2257.02,No
1987-DHIZK,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.12,3166.12,No
6030-HAYLA,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,111.08,167.71,No
8154-PXGJD,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),91.54, ,No
8028-ZDSVD,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.03,311.44,No
4166-HXJHF,Male,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.71,2531.29,No
8732-ZAEKH,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),83.77,5707.5,No
5988-YFUVL,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.71,507.72,No
6765-LUADL,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,71.51,976.0,Yes
9061-RSTOA,Female,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.59,4254.83,No
4745-CURSU,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.51,3492.24,No
7751-SVBRK,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.85,418.46,Yes
9650-DYBOF,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,70.33,1879.01,No
7262-LMPKW,Male,0,No,No,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.48,2724.79,No
1175-EFSHK,Female,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.12,833.34,Yes
2133-OGFZM,Female,0,Yes,No,41,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.67,2798.77,No
1760-FWRPD,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,930.08,No
5358-NHVLE,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.37,378.52,Yes
5167-UJXDK,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.03,2693.29,No
9426-DSGZN,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.89,2146.39,No
4806-ODCZE,Male,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,62.26,1772.83,No
4517-PEKIU,Male,0,Yes,No,40,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.21,2333.15,No
7575-MODVO,Male,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.86,1848.19,No
8551-ICZXW,Female,0,No,No,54,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,102.91,5488.86,No
3435-IGTQM,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,63.66,0.0,No
5427-XZUCZ,Female,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.65,1762.64,No
3111-FIETY,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.59,248.26,No
1928-NULWW,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.26, ,No
5868-MLMXO,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),87.0,2649.1,No
1501-ERLXD,Male,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.72,2693.04,No
4190-CMVAV,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,101.61, ,No
9796-NYTDS,Male,1,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.63,3085.73,No
8342-GKMRB,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),65.14,3173.47,No
3461-YQRDZ,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),106.7,4860.76,No
3746-XVCBR,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.82,5006.33,No
8731-EXIVB,Female,0,No,No,2,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),46.09,161.33,No
9750-DHIQZ,Male,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,50.48,561.37,No
3187-VLGKW,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.06,209.49,No
1521-NZAPC,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,81.23,2916.89,No
9181-TQQWO,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,106.95,5388.84,No
8740-UAITX,Male,1,Yes,No,30,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,62.19,1829.26,No
2110-WDACX,Female,1,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.81,4250.52,No
4933-QJIIT,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.82,5345.88,No
9093-DDPSB,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),46.32,434.81,No
7142-PTXIW,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,79.31,120.28,Yes
3186-SJBGK,Male,1,Yes,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,59.21,915.79,Yes
7732-XIGYD,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.02,826.49,Yes
7010-UWYNA,Male,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.16,3101.17,Yes
4032-PFMCH,Female,0,Yes,No,49,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.51,3155.99,No
